true_ko	rank_pearson	rank_revpert	cell	cell_line	seed	alpha_star	n_catalog
DYNC1H1	589	641	k562	K562	1	0.36152923107147217	1086
POLR3B	229	99	k562	K562	1	0.36152923107147217	1086
DNAJC8	147	4	k562	K562	1	0.36152923107147217	1086
QARS	3	1	k562	K562	1	0.36152923107147217	1086
WBP11	45	21	k562	K562	1	0.36152923107147217	1086
MCM10	147	127	k562	K562	1	0.36152923107147217	1086
PSMD1	4	2	k562	K562	1	0.36152923107147217	1086
MED20	13	18	k562	K562	1	0.36152923107147217	1086
DERL2	279	50	k562	K562	1	0.36152923107147217	1086
VPS54	254	6	k562	K562	1	0.36152923107147217	1086
WDR12	25	24	k562	K562	1	0.36152923107147217	1086
OXA1L	70	60	k562	K562	1	0.36152923107147217	1086
SART3	1	1	k562	K562	1	0.36152923107147217	1086
TEX10	3	6	k562	K562	1	0.36152923107147217	1086
GTF2E1	13	4	k562	K562	1	0.36152923107147217	1086
DDX54	38	40	k562	K562	1	0.36152923107147217	1086
E4F1	23	4	k562	K562	1	0.36152923107147217	1086
RIOK1	24	23	k562	K562	1	0.36152923107147217	1086
EBNA1BP2	9	11	k562	K562	1	0.36152923107147217	1086
EIF5A	381	424	k562	K562	1	0.36152923107147217	1086
SF3B2	23	3	k562	K562	1	0.36152923107147217	1086
ACTR8	77	7	k562	K562	1	0.36152923107147217	1086
EXOSC2	3	3	k562	K562	1	0.36152923107147217	1086
ALG13	559	228	k562	K562	1	0.36152923107147217	1086
CPSF3	77	2	k562	K562	1	0.36152923107147217	1086
RBM42	92	91	k562	K562	1	0.36152923107147217	1086
CDC40	295	237	k562	K562	1	0.36152923107147217	1086
PPP1R11	609	489	k562	K562	1	0.36152923107147217	1086
SF3B3	50	18	k562	K562	1	0.36152923107147217	1086
MRPL54	7	12	k562	K562	1	0.36152923107147217	1086
WDHD1	27	25	k562	K562	1	0.36152923107147217	1086
FCF1	13	11	k562	K562	1	0.36152923107147217	1086
LSM4	13	5	k562	K562	1	0.36152923107147217	1086
IGBP1	228	79	k562	K562	1	0.36152923107147217	1086
SNRNP27	20	53	k562	K562	1	0.36152923107147217	1086
GFM1	28	7	k562	K562	1	0.36152923107147217	1086
POLR2E	29	39	k562	K562	1	0.36152923107147217	1086
SNRPD1	4	2	k562	K562	1	0.36152923107147217	1086
RFC3	14	11	k562	K562	1	0.36152923107147217	1086
MRPS26	116	76	k562	K562	1	0.36152923107147217	1086
RCC1	184	311	k562	K562	1	0.36152923107147217	1086
NEDD1	313	291	k562	K562	1	0.36152923107147217	1086
DDX5	996	985	k562	K562	1	0.36152923107147217	1086
EIF2S1	5	2	k562	K562	1	0.36152923107147217	1086
CUL1	3	26	k562	K562	1	0.36152923107147217	1086
KRI1	107	105	k562	K562	1	0.36152923107147217	1086
ZNF335	326	255	k562	K562	1	0.36152923107147217	1086
GPKOW	14	10	k562	K562	1	0.36152923107147217	1086
POLR2F	19	19	k562	K562	1	0.36152923107147217	1086
USP36	280	234	k562	K562	1	0.36152923107147217	1086
NARS	9	10	k562	K562	1	0.36152923107147217	1086
MRPL3	10	10	k562	K562	1	0.36152923107147217	1086
RPL8	19	20	k562	K562	1	0.36152923107147217	1086
FASTKD5	874	734	k562	K562	1	0.36152923107147217	1086
RNGTT	3	1	k562	K562	1	0.36152923107147217	1086
POLR3D	492	236	k562	K562	1	0.36152923107147217	1086
MED31	72	63	k562	K562	1	0.36152923107147217	1086
CSTF1	17	31	k562	K562	1	0.36152923107147217	1086
TSR1	68	53	k562	K562	1	0.36152923107147217	1086
MRPL4	2	3	k562	K562	1	0.36152923107147217	1086
MCM3AP	84	90	k562	K562	1	0.36152923107147217	1086
TRMT5	43	21	k562	K562	1	0.36152923107147217	1086
MRPS27	253	194	k562	K562	1	0.36152923107147217	1086
RBM39	105	76	k562	K562	1	0.36152923107147217	1086
HSPA8	193	133	k562	K562	1	0.36152923107147217	1086
SURF6	11	18	k562	K562	1	0.36152923107147217	1086
NUBP1	396	314	k562	K562	1	0.36152923107147217	1086
HEATR1	18	11	k562	K562	1	0.36152923107147217	1086
PRPF4B	46	37	k562	K562	1	0.36152923107147217	1086
POLR1E	5	6	k562	K562	1	0.36152923107147217	1086
MRPS24	127	119	k562	K562	1	0.36152923107147217	1086
EIF2B3	14	20	k562	K562	1	0.36152923107147217	1086
SRFBP1	66	32	k562	K562	1	0.36152923107147217	1086
PUF60	106	9	k562	K562	1	0.36152923107147217	1086
RPS23	5	6	k562	K562	1	0.36152923107147217	1086
SCFD1	2	4	k562	K562	1	0.36152923107147217	1086
MDN1	1	11	k562	K562	1	0.36152923107147217	1086
CHERP	11	39	k562	K562	1	0.36152923107147217	1086
SRRM1	80	38	k562	K562	1	0.36152923107147217	1086
POLR3F	247	105	k562	K562	1	0.36152923107147217	1086
MRPL50	109	44	k562	K562	1	0.36152923107147217	1086
RPP14	88	68	k562	K562	1	0.36152923107147217	1086
RPL9	21	25	k562	K562	1	0.36152923107147217	1086
PRPF8	15	9	k562	K562	1	0.36152923107147217	1086
HSPE1	8	20	k562	K562	1	0.36152923107147217	1086
ECD	83	13	k562	K562	1	0.36152923107147217	1086
RPL10	40	33	k562	K562	1	0.36152923107147217	1086
AP2S1	425	369	k562	K562	1	0.36152923107147217	1086
TSEN2	18	20	k562	K562	1	0.36152923107147217	1086
PIAS4	117	14	k562	K562	1	0.36152923107147217	1086
MRPS11	123	92	k562	K562	1	0.36152923107147217	1086
BYSL	114	105	k562	K562	1	0.36152923107147217	1086
ZCRB1	138	68	k562	K562	1	0.36152923107147217	1086
GNL3L	44	49	k562	K562	1	0.36152923107147217	1086
CDC23	104	113	k562	K562	1	0.36152923107147217	1086
DBR1	89	64	k562	K562	1	0.36152923107147217	1086
NSA2	2	7	k562	K562	1	0.36152923107147217	1086
CTR9	5	3	k562	K562	1	0.36152923107147217	1086
DLD	186	75	k562	K562	1	0.36152923107147217	1086
RBM28	20	9	k562	K562	1	0.36152923107147217	1086
PSMB1	4	8	k562	K562	1	0.36152923107147217	1086
FTSJ3	19	22	k562	K562	1	0.36152923107147217	1086
WDR82	101	42	k562	K562	1	0.36152923107147217	1086
POLR3C	578	319	k562	K562	1	0.36152923107147217	1086
DHX37	27	13	k562	K562	1	0.36152923107147217	1086
SAP18	122	17	k562	K562	1	0.36152923107147217	1086
GNL3	6	8	k562	K562	1	0.36152923107147217	1086
NDC80	52	30	k562	K562	1	0.36152923107147217	1086
TTC27	4	2	k562	K562	1	0.36152923107147217	1086
CDC123	50	60	k562	K562	1	0.36152923107147217	1086
WDR3	79	73	k562	K562	1	0.36152923107147217	1086
WDR43	5	3	k562	K562	1	0.36152923107147217	1086
RPL35A	9	13	k562	K562	1	0.36152923107147217	1086
NUTF2	43	16	k562	K562	1	0.36152923107147217	1086
SNRPE	8	4	k562	K562	1	0.36152923107147217	1086
CSTF3	128	29	k562	K562	1	0.36152923107147217	1086
WDR5	20	106	k562	K562	1	0.36152923107147217	1086
YEATS2	1	2	k562	K562	1	0.36152923107147217	1086
PSMA2	18	6	k562	K562	1	0.36152923107147217	1086
HNRNPM	49	30	k562	K562	1	0.36152923107147217	1086
RPL11	73	69	k562	K562	1	0.36152923107147217	1086
MED26	73	84	k562	K562	1	0.36152923107147217	1086
FAM50A	95	52	k562	K562	1	0.36152923107147217	1086
SMC4	322	107	k562	K562	1	0.36152923107147217	1086
THOC7	22	18	k562	K562	1	0.36152923107147217	1086
EIF3F	120	16	k562	K562	1	0.36152923107147217	1086
MRPL49	123	32	k562	K562	1	0.36152923107147217	1086
EIF3J	92	93	k562	K562	1	0.36152923107147217	1086
PSMD4	6	3	k562	K562	1	0.36152923107147217	1086
SCAF1	82	14	k562	K562	1	0.36152923107147217	1086
RNMT	8	4	k562	K562	1	0.36152923107147217	1086
PPP4R2	4	25	k562	K562	1	0.36152923107147217	1086
ARPC4	377	269	k562	K562	1	0.36152923107147217	1086
DDOST	273	17	k562	K562	1	0.36152923107147217	1086
MRPL32	89	64	k562	K562	1	0.36152923107147217	1086
RNF40	159	5	k562	K562	1	0.36152923107147217	1086
HSD17B12	329	321	k562	K562	1	0.36152923107147217	1086
EXOSC10	47	13	k562	K562	1	0.36152923107147217	1086
NOP10	27	50	k562	K562	1	0.36152923107147217	1086
CPSF4	65	5	k562	K562	1	0.36152923107147217	1086
OGFOD1	8	7	k562	K562	1	0.36152923107147217	1086
RPL18	3	9	k562	K562	1	0.36152923107147217	1086
SPCS3	68	4	k562	K562	1	0.36152923107147217	1086
MED8	12	12	k562	K562	1	0.36152923107147217	1086
WDR70	8	11	k562	K562	1	0.36152923107147217	1086
NRBP1	39	114	k562	K562	1	0.36152923107147217	1086
PRELID1	34	43	k562	K562	1	0.36152923107147217	1086
SNRNP48	109	15	k562	K562	1	0.36152923107147217	1086
TAF6	5	1	k562	K562	1	0.36152923107147217	1086
TCP1	335	179	k562	K562	1	0.36152923107147217	1086
ATP6AP1	299	58	k562	K562	1	0.36152923107147217	1086
ISCU	51	9	k562	K562	1	0.36152923107147217	1086
PAM16	17	3	k562	K562	1	0.36152923107147217	1086
DDX52	74	62	k562	K562	1	0.36152923107147217	1086
SIN3A	65	37	k562	K562	1	0.36152923107147217	1086
NCAPH	900	777	k562	K562	1	0.36152923107147217	1086
PDCD2	122	103	k562	K562	1	0.36152923107147217	1086
SPC25	2	1	k562	K562	1	0.36152923107147217	1086
XRCC6	285	33	k562	K562	1	0.36152923107147217	1086
WDTC1	222	198	k562	K562	1	0.36152923107147217	1086
RFC4	43	45	k562	K562	1	0.36152923107147217	1086
CNIH4	102	23	k562	K562	1	0.36152923107147217	1086
HAUS5	232	256	k562	K562	1	0.36152923107147217	1086
PRPF3	47	3	k562	K562	1	0.36152923107147217	1086
SRP68	47	16	k562	K562	1	0.36152923107147217	1086
NDUFA8	50	32	k562	K562	1	0.36152923107147217	1086
PET117	10	25	k562	K562	1	0.36152923107147217	1086
VPS72	32	5	k562	K562	1	0.36152923107147217	1086
UQCRB	19	25	k562	K562	1	0.36152923107147217	1086
RBM19	91	37	k562	K562	1	0.36152923107147217	1086
RPS5	32	26	k562	K562	1	0.36152923107147217	1086
SDC1	35	48	k562	K562	1	0.36152923107147217	1086
MTPAP	15	5	k562	K562	1	0.36152923107147217	1086
ARIH1	1022	864	k562	K562	1	0.36152923107147217	1086
DDX41	70	41	k562	K562	1	0.36152923107147217	1086
HSCB	373	389	k562	K562	1	0.36152923107147217	1086
HNRNPU	22	15	k562	K562	1	0.36152923107147217	1086
DAD1	22	22	k562	K562	1	0.36152923107147217	1086
MRPS18A	5	5	k562	K562	1	0.36152923107147217	1086
POLD2	29	13	k562	K562	1	0.36152923107147217	1086
HGS	95	66	k562	K562	1	0.36152923107147217	1086
UTP3	68	72	k562	K562	1	0.36152923107147217	1086
CENPC	15	9	k562	K562	1	0.36152923107147217	1086
RRP7A	32	34	k562	K562	1	0.36152923107147217	1086
NELFA	1	1	k562	K562	1	0.36152923107147217	1086
RRN3	52	43	k562	K562	1	0.36152923107147217	1086
PSMA6	19	16	k562	K562	1	0.36152923107147217	1086
TBL3	93	70	k562	K562	1	0.36152923107147217	1086
CWC22	182	139	k562	K562	1	0.36152923107147217	1086
PWP2	72	36	k562	K562	1	0.36152923107147217	1086
PRPF31	23	2	k562	K562	1	0.36152923107147217	1086
EIF3G	7	2	k562	K562	1	0.36152923107147217	1086
PGPEP1	67	64	k562	K562	1	0.36152923107147217	1086
OPA1	82	84	k562	K562	1	0.36152923107147217	1086
EXOC7	55	36	k562	K562	1	0.36152923107147217	1086
BMS1	77	83	k562	K562	1	0.36152923107147217	1086
